Rezultati za V3_V_S_7_11_2012_V.2.kml
16.508185 43.833589 457.770000 p
16.508207 43.833581 457.800000 r
16.508229 43.833574 457.840000 l
16.508251 43.833565 457.900000 r
16.508273 43.833557 457.960000 r
16.508294 43.833549 458.000000 r
16.508316 43.833540 458.030000 r
16.508338 43.833532 458.020000 r
16.508361 43.833523 458.040000 r
16.508383 43.833514 458.060000 r
16.508405 43.833506 458.060000 r
16.508427 43.833497 458.040000 p
16.508449 43.833488 458.030000 r
16.508471 43.833478 458.030000 r
16.508493 43.833469 458.090000 r
16.508515 43.833461 458.140000 r
16.508536 43.833451 458.190000 r
16.508558 43.833442 458.210000 r
16.508580 43.833432 458.250000 r
16.508601 43.833423 458.280000 r
16.508622 43.833413 458.330000 r
16.508644 43.833403 458.360000 r
16.508665 43.833393 458.400000 r
16.508686 43.833382 458.430000 r
16.508707 43.833372 458.460000 r
16.508729 43.833362 458.490000 r
16.508750 43.833351 458.520000 p
16.508771 43.833340 458.570000 r
16.508791 43.833330 458.600000 r
16.508812 43.833319 458.640000 p
16.508833 43.833308 458.660000 p
16.508854 43.833297 458.680000 p
16.508875 43.833286 458.700000 r
16.508896 43.833274 458.720000 r
16.508916 43.833263 458.740000 r
16.508937 43.833251 458.750000 r
16.508957 43.833240 458.770000 r
16.508978 43.833228 458.770000 r
16.508998 43.833216 458.780000 p
16.509018 43.833204 458.770000 r
16.509039 43.833192 458.770000 r
16.509059 43.833180 458.770000 p
16.509079 43.833168 458.760000 r
16.509100 43.833155 458.770000 r
16.509120 43.833143 458.770000 r
16.509140 43.833130 458.770000 r
16.509160 43.833118 458.760000 r
16.509180 43.833105 458.760000 p
16.509200 43.833092 458.760000 p
16.509220 43.833079 458.760000 r
16.509240 43.833065 458.760000 r
16.509260 43.833052 458.760000 p
16.509280 43.833039 458.780000 r
16.509300 43.833025 458.780000 r
16.509320 43.833012 458.770000 r
16.509339 43.832998 458.750000 r
16.509359 43.832984 458.740000 r
16.509379 43.832971 458.720000 r
16.509398 43.832956 458.710000 r
16.509417 43.832942 458.690000 p
16.509436 43.832928 458.670000 p
16.509455 43.832914 458.650000 r
16.509474 43.832899 458.620000 p
16.509493 43.832884 458.600000 r
16.509511 43.832870 458.570000 r
16.509529 43.832855 458.530000 r
16.509547 43.832839 458.500000 r
16.509565 43.832824 458.460000 p
16.509583 43.832809 458.420000 r
16.509600 43.832793 458.370000 r
16.509618 43.832778 458.340000 r
16.509635 43.832762 458.320000 r
16.509653 43.832747 458.320000 r
16.509671 43.832731 458.310000 r
16.509688 43.832715 458.300000 r
16.509705 43.832700 458.300000 r
16.509722 43.832684 458.310000 p
16.509739 43.832668 458.300000 p
16.509756 43.832652 458.280000 p
16.509773 43.832636 458.260000 r
16.509790 43.832619 458.240000 p
16.509806 43.832603 458.220000 p
16.509822 43.832587 458.200000 p
16.509839 43.832570 458.180000 r
16.509855 43.832553 458.160000 r
16.509871 43.832537 458.120000 r
16.509887 43.832520 458.090000 p
16.509903 43.832503 458.060000 p
16.509919 43.832486 458.050000 p
16.509935 43.832469 458.030000 r
16.509950 43.832452 458.010000 r
16.509966 43.832434 457.980000 r
16.509981 43.832417 457.970000 r
16.509996 43.832399 457.950000 r
16.510011 43.832382 457.920000 r
16.510026 43.832364 457.890000 r
16.510040 43.832346 457.860000 r
16.510055 43.832328 457.840000 r
16.510069 43.832310 457.790000 p
16.510083 43.832292 457.760000 r
16.510098 43.832273 457.750000 l
16.510111 43.832255 457.750000 r
16.510125 43.832236 457.740000 p
16.510139 43.832217 457.710000 r
16.510153 43.832199 457.680000 r
16.510166 43.832180 457.640000 r
16.510180 43.832161 457.610000 r
16.510193 43.832142 457.580000 r
16.510207 43.832123 457.570000 p
16.510221 43.832104 457.560000 p
16.510235 43.832085 457.550000 r
16.510249 43.832067 457.530000 r
16.510262 43.832048 457.490000 r
16.510276 43.832028 457.470000 l
16.510290 43.832010 457.430000 r
16.510303 43.831991 457.410000 r
16.510317 43.831972 457.410000 p
16.510331 43.831953 457.370000 p
16.510345 43.831934 457.340000 r
16.510359 43.831916 457.310000 l
16.510373 43.831896 457.280000 r
16.510386 43.831878 457.260000 r
16.510400 43.831859 457.240000 p
16.510414 43.831840 457.220000 p
16.510428 43.831821 457.200000 p
16.510442 43.831802 457.180000 p
16.510456 43.831783 457.150000 p
16.510470 43.831764 457.120000 r
16.510484 43.831746 457.070000 r
16.510498 43.831727 457.040000 r
16.510511 43.831708 457.000000 r
16.510525 43.831690 456.960000 r
16.510539 43.831671 456.940000 p
16.510553 43.831652 456.910000 p
16.510567 43.831633 456.880000 r
16.510580 43.831615 456.850000 r
16.510594 43.831596 456.820000 p
16.510608 43.831577 456.790000 p
16.510622 43.831558 456.740000 p
16.510636 43.831539 456.690000 r
16.510649 43.831521 456.640000 r
16.510663 43.831502 456.600000 p
16.510677 43.831483 456.560000 r
16.510691 43.831465 456.520000 r
16.510705 43.831446 456.480000 r
16.510718 43.831427 456.420000 r
16.510732 43.831408 456.370000 r
16.510746 43.831390 456.310000 r
16.510760 43.831371 456.260000 r
16.510775 43.831353 456.220000 r
16.510789 43.831334 456.170000 r
16.510803 43.831316 456.130000 r
16.510817 43.831297 456.080000 r
16.510832 43.831279 456.030000 r
16.510847 43.831260 455.980000 r
16.510861 43.831242 455.920000 r
16.510876 43.831224 455.860000 r
16.510891 43.831205 455.800000 r
16.510905 43.831187 455.740000 r
16.510920 43.831169 455.690000 r
16.510935 43.831150 455.650000 r
16.510950 43.831132 455.610000 p
16.510965 43.831114 455.560000 p
16.510980 43.831096 455.510000 r
16.510995 43.831077 455.450000 r
16.511010 43.831059 455.410000 p
16.511025 43.831041 455.370000 r
16.511041 43.831023 455.330000 r
16.511056 43.831005 455.290000 p
16.511071 43.830987 455.220000 r
16.511087 43.830969 455.190000 r
16.511102 43.830951 455.120000 r
16.511118 43.830933 455.060000 r
16.511133 43.830915 455.030000 r
16.511149 43.830897 454.970000 r
16.511164 43.830879 454.950000 p
16.511179 43.830861 454.930000 r
16.511195 43.830843 454.900000 p
16.511211 43.830825 454.880000 r
16.511226 43.830807 454.850000 r
16.511242 43.830790 454.790000 r
16.511258 43.830772 454.730000 p
16.511274 43.830754 454.660000 p
16.511290 43.830736 454.610000 r
16.511307 43.830718 454.540000 r
16.511323 43.830701 454.490000 r
16.511340 43.830683 454.430000 r
16.511356 43.830666 454.370000 r
16.511373 43.830648 454.310000 r
16.511389 43.830630 454.260000 r
16.511406 43.830613 454.210000 r
16.511423 43.830595 454.180000 r
16.511440 43.830578 454.150000 r
16.511457 43.830560 454.110000 r
16.511474 43.830543 454.090000 r
16.511491 43.830525 454.060000 r
16.511509 43.830508 454.030000 r
16.511526 43.830491 454.010000 p
16.511544 43.830473 453.980000 p
16.511561 43.830456 453.960000 r
16.511579 43.830439 453.930000 r
16.511596 43.830421 453.900000 r
16.511614 43.830404 453.870000 p
16.511632 43.830387 453.820000 r
16.511650 43.830369 453.770000 p
16.511667 43.830352 453.710000 r
16.511685 43.830335 453.660000 r
16.511703 43.830317 453.610000 r
16.511721 43.830300 453.550000 r
16.511740 43.830283 453.480000 r
16.511758 43.830266 453.430000 p
16.511776 43.830249 453.380000 r
16.511795 43.830232 453.350000 r
16.511813 43.830215 453.340000 p
16.511831 43.830198 453.310000 r
16.511850 43.830181 453.270000 p
16.511869 43.830164 453.240000 r
16.511887 43.830147 453.210000 r
16.511906 43.830130 453.180000 r
16.511925 43.830114 453.150000 r
16.511943 43.830097 453.110000 r
16.511962 43.830080 453.080000 r
16.511982 43.830063 453.050000 r
16.512001 43.830047 453.010000 r
16.512020 43.830030 452.970000 p
16.512039 43.830013 452.940000 r
16.512059 43.829997 452.920000 r
16.512078 43.829980 452.890000 r
16.512098 43.829964 452.870000 r
16.512117 43.829947 452.840000 r
16.512137 43.829931 452.810000 r
16.512156 43.829914 452.780000 r
16.512176 43.829898 452.740000 p
16.512196 43.829882 452.700000 r
16.512216 43.829865 452.670000 r
16.512236 43.829849 452.640000 r
16.512256 43.829832 452.610000 r
16.512276 43.829816 452.580000 p
16.512296 43.829800 452.560000 p
16.512316 43.829784 452.530000 p
16.512336 43.829768 452.500000 p
16.512356 43.829752 452.480000 r
16.512377 43.829735 452.470000 r
16.512397 43.829719 452.460000 r
16.512418 43.829703 452.430000 r
16.512438 43.829687 452.390000 r
16.512459 43.829671 452.350000 r
16.512479 43.829655 452.320000 r
16.512500 43.829639 452.280000 r
16.512520 43.829623 452.240000 r
16.512541 43.829607 452.200000 p
16.512562 43.829591 452.150000 r
16.512583 43.829576 452.110000 r
16.512604 43.829560 452.060000 p
16.512625 43.829544 452.010000 p
16.512646 43.829528 451.980000 r
16.512666 43.829512 451.940000 r
16.512687 43.829497 451.920000 r
16.512708 43.829481 451.890000 p
16.512729 43.829465 451.860000 r
16.512750 43.829450 451.820000 r
16.512771 43.829434 451.780000 p
16.512792 43.829418 451.750000 r
16.512812 43.829402 451.710000 r
16.512833 43.829386 451.680000 p
16.512854 43.829370 451.650000 r
16.512875 43.829355 451.620000 r
16.512896 43.829339 451.600000 r
16.512916 43.829323 451.580000 r
16.512937 43.829307 451.550000 p
16.512958 43.829291 451.530000 r
16.512979 43.829276 451.510000 r
16.513000 43.829260 451.500000 r
16.513020 43.829244 451.500000 r
16.513041 43.829228 451.500000 p
16.513062 43.829212 451.500000 p
16.513083 43.829196 451.510000 r
16.513103 43.829180 451.500000 r
16.513124 43.829165 451.490000 r
16.513145 43.829149 451.480000 p
16.513166 43.829133 451.480000 r
16.513186 43.829117 451.470000 l
16.513208 43.829102 451.440000 l
16.513228 43.829086 451.440000 r
16.513249 43.829070 451.450000 r
16.513270 43.829055 451.450000 r
16.513291 43.829039 451.450000 p
16.513312 43.829023 451.460000 r
16.513332 43.829007 451.440000 r
16.513353 43.828991 451.430000 r
16.513374 43.828976 451.390000 r
16.513395 43.828960 451.390000 p
16.513416 43.828944 451.390000 r
16.513436 43.828928 451.400000 r
16.513457 43.828913 451.400000 r
16.513478 43.828897 451.400000 p
16.513499 43.828881 451.410000 r
16.513519 43.828865 451.400000 r
16.513540 43.828850 451.400000 r
16.513561 43.828834 451.400000 p
16.513582 43.828818 451.410000 p
16.513603 43.828802 451.420000 p
16.513624 43.828786 451.420000 r
16.513645 43.828771 451.400000 r
16.513666 43.828755 451.400000 p
16.513687 43.828739 451.400000 p
16.513708 43.828723 451.410000 r
16.513729 43.828708 451.430000 r
16.513750 43.828692 451.440000 p
16.513771 43.828676 451.450000 p
16.513792 43.828660 451.450000 r
16.513813 43.828645 451.450000 r
16.513834 43.828629 451.450000 p
16.513855 43.828613 451.450000 r
16.513876 43.828598 451.450000 r
16.513897 43.828582 451.460000 p
16.513918 43.828566 451.470000 p
16.513939 43.828550 451.470000 r
16.513960 43.828535 451.480000 r
16.513981 43.828519 451.490000 p
16.514002 43.828503 451.500000 r
16.514023 43.828488 451.500000 r
16.514044 43.828472 451.510000 p
16.514065 43.828456 451.520000 p
16.514086 43.828440 451.540000 r
16.514107 43.828425 451.540000 r
16.514128 43.828409 451.560000 p
16.514149 43.828393 451.580000 r
16.514169 43.828378 451.620000 r
16.514190 43.828362 451.650000 p
16.514211 43.828346 451.660000 r
16.514232 43.828331 451.650000 r
16.514253 43.828315 451.640000 p
16.514274 43.828299 451.630000 r
16.514294 43.828283 451.640000 r
16.514315 43.828268 451.650000 r
16.514336 43.828252 451.660000 r
16.514357 43.828237 451.680000 r
16.514377 43.828221 451.700000 r
16.514398 43.828205 451.710000 p
16.514419 43.828189 451.710000 r
16.514439 43.828174 451.710000 r
16.514460 43.828158 451.710000 p
16.514481 43.828142 451.700000 r
16.514501 43.828127 451.700000 r
16.514522 43.828111 451.710000 r
16.514542 43.828095 451.710000 r
16.514563 43.828080 451.720000 r
16.514583 43.828064 451.720000 r
16.514604 43.828048 451.710000 r
16.514624 43.828032 451.710000 r
16.514644 43.828017 451.730000 r
16.514665 43.828001 451.730000 r
16.514685 43.827986 451.730000 r
16.514706 43.827970 451.730000 r
16.514727 43.827955 451.730000 r
16.514747 43.827939 451.730000 r
16.514768 43.827923 451.730000 r
16.514788 43.827908 451.740000 r
16.514809 43.827892 451.750000 r
16.514830 43.827877 451.750000 r
16.514850 43.827862 451.750000 r
16.514871 43.827846 451.740000 r
16.514892 43.827831 451.730000 r
16.514912 43.827815 451.740000 r
16.514933 43.827800 451.730000 p
16.514954 43.827785 451.730000 r
16.514974 43.827769 451.740000 r
16.514995 43.827754 451.750000 p
16.515016 43.827739 451.760000 r
16.515036 43.827723 451.760000 r
16.515057 43.827708 451.770000 r
16.515078 43.827692 451.770000 r
16.515098 43.827677 451.760000 r
16.515119 43.827661 451.760000 r
16.515140 43.827646 451.770000 r
16.515160 43.827631 451.770000 p
16.515180 43.827616 451.790000 r
16.515201 43.827600 451.810000 r
16.515222 43.827585 451.830000 r
16.515242 43.827570 451.850000 r
16.515263 43.827554 451.870000 r
16.515283 43.827539 451.900000 r
16.515304 43.827524 451.920000 r
16.515324 43.827508 451.930000 p
16.515344 43.827492 451.940000 r
16.515365 43.827477 451.950000 r
16.515385 43.827462 451.950000 r
16.515405 43.827446 451.960000 r
16.515425 43.827431 451.980000 r
16.515446 43.827416 451.990000 r
16.515466 43.827400 451.990000 r
16.515486 43.827385 451.990000 r
16.515507 43.827370 452.010000 r
16.515527 43.827354 452.020000 p
16.515547 43.827338 452.010000 r
16.515567 43.827323 452.020000 r
16.515587 43.827307 452.030000 r
16.515607 43.827292 452.040000 r
16.515627 43.827276 452.050000 r
16.515648 43.827261 452.070000 r
16.515668 43.827245 452.090000 r
16.515688 43.827230 452.100000 r
16.515708 43.827214 452.090000 r
16.515728 43.827199 452.090000 r
16.515748 43.827183 452.100000 r
16.515768 43.827168 452.100000 r
16.515788 43.827152 452.120000 r
16.515807 43.827136 452.110000 r
16.515827 43.827120 452.100000 r
16.515846 43.827104 452.120000 r
16.515866 43.827088 452.130000 r
16.515885 43.827072 452.110000 r
16.515905 43.827056 452.120000 r
16.515924 43.827040 452.110000 p
16.515943 43.827024 452.100000 r
16.515963 43.827008 452.100000 l
16.515981 43.826991 452.100000 l
16.516000 43.826976 452.110000 l
16.516019 43.826959 452.120000 r
16.516038 43.826943 452.130000 r
16.516057 43.826926 452.140000 r
16.516075 43.826910 452.150000 r
16.516094 43.826893 452.150000 r
16.516112 43.826877 452.150000 r
16.516130 43.826860 452.150000 r
16.516148 43.826844 452.150000 r
16.516167 43.826827 452.150000 r
16.516185 43.826810 452.150000 r
16.516203 43.826794 452.150000 r
16.516220 43.826777 452.150000 r
16.516238 43.826760 452.150000 p
16.516256 43.826743 452.140000 r
16.516273 43.826726 452.140000 r
16.516291 43.826709 452.130000 r
16.516308 43.826692 452.120000 p
16.516325 43.826675 452.120000 p
16.516342 43.826658 452.110000 p
16.516359 43.826641 452.120000 r
16.516376 43.826623 452.110000 r
16.516393 43.826606 452.100000 r
16.516409 43.826589 452.090000 r
16.516426 43.826572 452.090000 r
16.516443 43.826554 452.100000 r
16.516459 43.826536 452.100000 r
16.516475 43.826519 452.120000 r
16.516492 43.826501 452.140000 r
16.516508 43.826484 452.170000 r
16.516524 43.826466 452.180000 p
16.516540 43.826448 452.200000 r
16.516556 43.826431 452.160000 r
16.516572 43.826413 452.160000 r
16.516587 43.826395 452.180000 r
16.516603 43.826377 452.190000 r
16.516618 43.826359 452.210000 r
16.516634 43.826341 452.220000 r
16.516649 43.826323 452.240000 r
16.516664 43.826306 452.220000 l
16.516679 43.826287 452.230000 l
16.516694 43.826270 452.200000 r
16.516710 43.826252 452.180000 l
16.516724 43.826233 452.200000 r
16.516739 43.826215 452.220000 p
16.516754 43.826197 452.190000 r
16.516768 43.826179 452.180000 p
16.516782 43.826161 452.180000 r
16.516797 43.826142 452.210000 r
16.516811 43.826124 452.230000 p
16.516825 43.826106 452.240000 r
16.516839 43.826087 452.270000 r
16.516853 43.826069 452.280000 r
16.516868 43.826051 452.260000 r
16.516881 43.826032 452.270000 r
16.516895 43.826014 452.290000 r
16.516909 43.825995 452.310000 r
16.516922 43.825977 452.310000 r
16.516936 43.825958 452.340000 r
16.516949 43.825940 452.330000 r
16.516963 43.825922 452.320000 r
16.516976 43.825903 452.330000 r
16.516989 43.825885 452.330000 r
16.517002 43.825866 452.300000 r
16.517015 43.825848 452.310000 r
16.517028 43.825829 452.300000 r
16.517040 43.825810 452.290000 p
16.517052 43.825791 452.290000 r
16.517065 43.825772 452.280000 r
16.517077 43.825753 452.270000 p
16.517089 43.825734 452.260000 p
16.517101 43.825715 452.240000 p
16.517113 43.825696 452.210000 r
16.517124 43.825677 452.190000 r
16.517136 43.825658 452.160000 r
16.517147 43.825638 452.120000 r
16.517159 43.825619 452.070000 r
16.517170 43.825600 452.050000 p
16.517181 43.825581 452.010000 r
16.517192 43.825561 451.970000 r
16.517203 43.825542 451.940000 p
16.517214 43.825523 451.890000 r
16.517225 43.825503 451.860000 r
16.517235 43.825483 451.830000 r
16.517246 43.825463 451.800000 r
16.517256 43.825444 451.750000 r
16.517267 43.825424 451.710000 r
16.517277 43.825404 451.670000 r
16.517287 43.825385 451.620000 r
16.517298 43.825365 451.580000 r
16.517308 43.825345 451.540000 p
16.517318 43.825325 451.490000 p
16.517328 43.825305 451.440000 p
16.517338 43.825285 451.400000 r
16.517347 43.825265 451.340000 r
16.517357 43.825245 451.280000 p
16.517367 43.825225 451.220000 r
16.517376 43.825205 451.170000 p
16.517385 43.825185 451.110000 r
16.517395 43.825165 451.050000 r
16.517404 43.825145 450.980000 p
16.517413 43.825125 450.910000 p
16.517422 43.825105 450.840000 r
16.517430 43.825085 450.760000 r
16.517439 43.825065 450.690000 r
16.517447 43.825044 450.610000 l
16.517455 43.825025 450.520000 l
16.517463 43.825004 450.450000 r
16.517471 43.824984 450.380000 r
16.517478 43.824964 450.290000 r
16.517486 43.824944 450.210000 p
16.517494 43.824924 450.130000 r
16.517501 43.824904 450.030000 p
16.517508 43.824884 449.930000 p
16.517515 43.824864 449.850000 p
16.517522 43.824844 449.750000 p
16.517529 43.824824 449.650000 p
16.517536 43.824804 449.540000 r
16.517543 43.824785 449.460000 r
16.517550 43.824765 449.360000 p
16.517557 43.824745 449.270000 r
16.517563 43.824725 449.200000 r
16.517570 43.824705 449.130000 r
16.517576 43.824685 449.050000 r
16.517582 43.824666 448.980000 r
16.517589 43.824645 448.910000 l
16.517594 43.824625 448.820000 r
16.517600 43.824605 448.730000 r
16.517606 43.824584 448.630000 l
16.517611 43.824564 448.540000 l
16.517617 43.824543 448.460000 l
16.517622 43.824523 448.390000 r
16.517627 43.824502 448.300000 r
16.517633 43.824481 448.200000 l
16.517638 43.824461 448.130000 r
16.517643 43.824440 448.030000 p
16.517648 43.824419 447.930000 r
16.517653 43.824399 447.830000 l
16.517657 43.824378 447.680000 r
16.517662 43.824357 447.580000 r
16.517666 43.824336 447.470000 r
16.517671 43.824315 447.360000 r
16.517675 43.824294 447.270000 p
16.517679 43.824273 447.150000 r
16.517684 43.824252 447.030000 l
16.517688 43.824232 446.890000 l
16.517693 43.824211 446.750000 l
16.517697 43.824191 446.610000 r
16.517701 43.824170 446.480000 r
16.517704 43.824149 446.360000 r
16.517708 43.824128 446.240000 r
16.517712 43.824108 446.110000 r
16.517716 43.824087 446.000000 r
16.517719 43.824066 445.870000 p
16.517722 43.824045 445.800000 p
16.517725 43.824024 445.720000 p
16.517728 43.824003 445.660000 p
16.517731 43.823982 445.570000 r
16.517733 43.823961 445.490000 r
16.517736 43.823940 445.400000 l
16.517738 43.823918 445.320000 r
16.517740 43.823897 445.260000 p
16.517742 43.823876 445.180000 p
16.517744 43.823855 445.120000 p
16.517746 43.823834 445.030000 p
16.517748 43.823813 444.930000 p
16.517750 43.823792 444.790000 p
16.517752 43.823771 444.710000 l
16.517753 43.823751 444.610000 l
16.517755 43.823730 444.530000 r
16.517756 43.823709 444.450000 r
16.517758 43.823688 444.360000 l
16.517759 43.823668 444.300000 r
16.517760 43.823647 444.210000 p
16.517761 43.823626 444.150000 r
16.517762 43.823606 444.050000 l
16.517762 43.823585 443.950000 r
16.517763 43.823564 443.850000 l
16.517763 43.823544 443.770000 l
16.517764 43.823523 443.680000 l
16.517764 43.823503 443.550000 p
16.517764 43.823482 443.450000 p
16.517764 43.823462 443.400000 l
16.517763 43.823441 443.290000 l
16.517763 43.823421 443.180000 l
16.517762 43.823400 443.070000 r
16.517761 43.823380 442.960000 r
16.517760 43.823359 442.880000 p
16.517759 43.823338 442.780000 r
16.517758 43.823318 442.670000 r
16.517756 43.823298 442.570000 l
16.517755 43.823277 442.460000 l
16.517753 43.823257 442.360000 p
16.517751 43.823237 442.270000 r
16.517749 43.823216 442.180000 r
16.517747 43.823196 442.080000 p
16.517745 43.823176 441.980000 l
16.517744 43.823155 441.880000 l
16.517741 43.823135 441.780000 l
16.517740 43.823114 441.670000 l
16.517737 43.823094 441.560000 l
16.517735 43.823073 441.470000 r
16.517733 43.823054 441.360000 r
16.517731 43.823033 441.310000 r
16.517729 43.823013 441.260000 r
16.517726 43.822993 441.180000 r
16.517723 43.822972 441.080000 l
16.517721 43.822953 440.890000 l
16.517718 43.822933 440.750000 r
16.517715 43.822912 440.690000 r
16.517712 43.822892 440.620000 p
16.517709 43.822872 440.490000 r
16.517706 43.822851 440.410000 r
16.517703 43.822831 440.330000 r
16.517699 43.822811 440.240000 l
16.517696 43.822790 440.150000 l
16.517692 43.822770 440.060000 r
16.517689 43.822750 439.970000 p
16.517686 43.822730 439.870000 l
16.517682 43.822709 439.770000 r
16.517678 43.822689 439.670000 r
16.517675 43.822669 439.520000 r
16.517671 43.822649 439.430000 r
16.517668 43.822629 439.350000 r
16.517664 43.822609 439.260000 p
16.517660 43.822589 439.160000 r
16.517657 43.822569 438.990000 p
16.517654 43.822549 438.900000 l
16.517650 43.822530 438.820000 r
16.517646 43.822510 438.680000 r
16.517643 43.822490 438.610000 l
16.517639 43.822471 438.460000 l
16.517636 43.822451 438.350000 r
16.517632 43.822431 438.280000 r
16.517628 43.822412 438.210000 l
16.517625 43.822392 438.160000 l
16.517621 43.822373 438.030000 l
16.517618 43.822353 437.910000 r
16.517615 43.822334 437.780000 r
16.517611 43.822315 437.650000 p
16.517607 43.822296 437.540000 r
16.517604 43.822277 437.420000 r
16.517601 43.822257 437.300000 l
16.517597 43.822238 437.180000 r
16.517594 43.822219 437.010000 r
16.517590 43.822200 436.880000 l
16.517587 43.822180 436.790000 l
16.517583 43.822161 436.680000 r
16.517580 43.822142 436.540000 p
16.517577 43.822123 436.430000 r
16.517573 43.822104 436.330000 l
16.517570 43.822084 436.230000 r
16.517567 43.822065 436.120000 r
16.517563 43.822046 436.020000 r
16.517560 43.822027 435.950000 r
16.517557 43.822009 435.900000 l
16.517553 43.821990 435.870000 l
16.517550 43.821970 435.790000 l
16.517546 43.821952 435.720000 l
16.517543 43.821933 435.600000 r
16.517539 43.821914 435.470000 r
16.517535 43.821894 435.340000 r
16.517531 43.821875 435.200000 p
16.517527 43.821856 435.040000 r
16.517524 43.821837 434.890000 r
16.517520 43.821818 434.740000 r
16.517517 43.821799 434.590000 r
16.517513 43.821780 434.430000 l
16.517510 43.821760 434.300000 l
16.517506 43.821741 434.130000 r
16.517503 43.821722 434.080000 r
16.517500 43.821704 434.040000 r
16.517497 43.821685 433.990000 r
16.517494 43.821667 433.930000 r
16.517491 43.821648 433.890000 r
16.517488 43.821630 433.840000 r
16.517485 43.821611 433.730000 p
16.517482 43.821592 433.690000 l
16.517480 43.821574 433.650000 l
16.517477 43.821555 433.600000 r
16.517474 43.821537 433.570000 r
16.517471 43.821518 433.550000 r
16.517468 43.821500 433.530000 l
16.517466 43.821481 433.510000 l
16.517463 43.821463 433.480000 l
16.517461 43.821444 433.460000 r
16.517459 43.821426 433.420000 r
16.517457 43.821407 433.410000 r
16.517456 43.821388 433.410000 l
16.517454 43.821370 433.400000 l
16.517453 43.821351 433.400000 l
16.517451 43.821333 433.390000 l
16.517450 43.821314 433.380000 p
16.517449 43.821295 433.380000 l
16.517447 43.821277 433.320000 l
16.517446 43.821258 433.250000 p
16.517445 43.821239 433.160000 p
16.517444 43.821220 433.050000 r
16.517443 43.821202 432.940000 r
16.517442 43.821183 432.860000 r
16.517440 43.821164 432.740000 l
16.517440 43.821146 432.630000 l
16.517439 43.821127 432.520000 r
16.517438 43.821109 432.400000 l
16.517438 43.821090 432.290000 l
16.517437 43.821072 432.180000 r
16.517438 43.821054 432.130000 r
16.517438 43.821036 432.020000 p
16.517438 43.821017 431.920000 p
16.517438 43.820999 431.810000 p
16.517438 43.820981 431.700000 r
16.517439 43.820963 431.640000 r
16.517440 43.820944 431.460000 l
16.517440 43.820926 431.310000 r
16.517441 43.820908 431.190000 p
16.517442 43.820890 431.130000 p
16.517443 43.820872 431.060000 l
16.517445 43.820853 431.000000 r
16.517447 43.820836 430.910000 l
16.517448 43.820817 430.820000 l
16.517450 43.820799 430.730000 p
16.517452 43.820781 430.640000 p
16.517454 43.820763 430.570000 r
16.517457 43.820745 430.510000 r
16.517459 43.820727 430.460000 r
16.517462 43.820709 430.410000 p
16.517465 43.820691 430.400000 r
16.517467 43.820673 430.380000 l
16.517470 43.820654 430.370000 l
16.517474 43.820636 430.360000 r
16.517477 43.820618 430.340000 p
16.517480 43.820600 430.300000 r
16.517484 43.820582 430.270000 r
16.517487 43.820564 430.240000 r
16.517491 43.820546 430.250000 r
16.517495 43.820527 430.270000 r
16.517499 43.820509 430.280000 p
16.517503 43.820491 430.280000 r
16.517508 43.820473 430.260000 r
16.517512 43.820455 430.250000 r
16.517517 43.820437 430.240000 p
16.517522 43.820419 430.240000 p
16.517527 43.820401 430.240000 r
16.517532 43.820384 430.230000 r
16.517537 43.820366 430.220000 p
16.517542 43.820348 430.200000 p
16.517547 43.820330 430.180000 l
16.517553 43.820313 430.160000 l
16.517558 43.820295 430.130000 l
16.517564 43.820278 430.100000 p
16.517570 43.820261 430.090000 r
16.517576 43.820243 430.080000 r
16.517582 43.820226 430.060000 r
16.517589 43.820209 430.040000 r
16.517595 43.820192 430.020000 l
16.517602 43.820174 430.000000 r
16.517609 43.820157 429.990000 p
16.517616 43.820140 429.930000 p
16.517623 43.820123 429.880000 r
16.517631 43.820106 429.810000 p
16.517639 43.820089 429.730000 r
16.517646 43.820072 429.660000 r
16.517654 43.820055 429.600000 r
16.517663 43.820039 429.530000 r
16.517671 43.820022 429.490000 p
16.517679 43.820005 429.430000 r
16.517688 43.819988 429.370000 p
16.517697 43.819971 429.320000 p
16.517706 43.819954 429.270000 r
16.517715 43.819938 429.220000 r
16.517725 43.819921 429.170000 r
16.517734 43.819904 429.120000 p
16.517743 43.819887 429.070000 r
16.517753 43.819870 429.020000 r
16.517762 43.819854 428.970000 r
16.517772 43.819837 428.910000 p
16.517782 43.819820 428.850000 r
16.517792 43.819804 428.810000 r
16.517802 43.819787 428.760000 r
16.517812 43.819771 428.730000 r
16.517822 43.819754 428.700000 r
16.517833 43.819737 428.670000 r
16.517843 43.819721 428.620000 r
16.517854 43.819705 428.580000 r
16.517864 43.819688 428.550000 r
16.517875 43.819672 428.560000 p
16.517886 43.819656 428.590000 p
16.517897 43.819640 428.610000 p
16.517908 43.819624 428.630000 p
16.517919 43.819608 428.650000 r
16.517931 43.819592 428.680000 p
16.517943 43.819576 428.720000 r
16.517954 43.819560 428.750000 r
16.517966 43.819544 428.770000 r
16.517979 43.819529 428.790000 r
16.517991 43.819513 428.800000 p
16.518003 43.819497 428.820000 r
16.518016 43.819482 428.860000 r
16.518028 43.819466 428.890000 r
16.518041 43.819451 428.930000 r
16.518054 43.819435 428.980000 r
16.518066 43.819420 429.020000 r
16.518079 43.819404 429.070000 r
