Rezultati za V3_V_S_7_11_2012_V.2.kml
16.518092 43.819389 429.120000 r
16.518105 43.819373 429.150000 r
16.518118 43.819358 429.180000 r
16.518132 43.819342 429.220000 l
16.518146 43.819328 429.250000 l
16.518159 43.819312 429.300000 r
16.518173 43.819297 429.340000 p
16.518187 43.819282 429.380000 r
16.518202 43.819268 429.420000 l
16.518216 43.819252 429.450000 l
16.518231 43.819238 429.490000 r
16.518245 43.819223 429.520000 r
16.518260 43.819208 429.560000 r
16.518275 43.819194 429.560000 p
16.518290 43.819180 429.580000 p
16.518305 43.819166 429.650000 r
16.518320 43.819151 429.690000 r
16.518335 43.819137 429.730000 r
16.518350 43.819122 429.760000 r
16.518365 43.819108 429.800000 p
16.518380 43.819094 429.840000 r
16.518396 43.819080 429.880000 r
16.518411 43.819065 429.920000 r
16.518427 43.819051 429.960000 p
16.518443 43.819037 430.000000 p
16.518459 43.819023 430.040000 p
16.518475 43.819009 430.080000 p
16.518491 43.818995 430.110000 p
16.518507 43.818981 430.150000 r
16.518523 43.818968 430.200000 r
16.518540 43.818954 430.260000 r
16.518556 43.818941 430.320000 r
16.518573 43.818927 430.320000 r
16.518590 43.818914 430.310000 p
16.518607 43.818901 430.300000 p
16.518624 43.818888 430.310000 r
16.518641 43.818874 430.330000 r
16.518658 43.818861 430.340000 p
16.518675 43.818848 430.380000 r
16.518693 43.818835 430.430000 r
16.518710 43.818822 430.480000 p
16.518727 43.818809 430.560000 r
16.518745 43.818796 430.640000 r
16.518763 43.818784 430.710000 r
16.518780 43.818771 430.780000 r
16.518798 43.818758 430.840000 r
16.518816 43.818746 430.900000 r
16.518835 43.818734 430.970000 r
16.518853 43.818721 431.040000 r
16.518871 43.818709 431.100000 r
16.518890 43.818697 431.150000 r
16.518908 43.818685 431.210000 r
16.518927 43.818673 431.280000 p
16.518946 43.818661 431.340000 p
16.518965 43.818649 431.400000 p
16.518984 43.818637 431.450000 r
16.519003 43.818626 431.480000 r
16.519022 43.818614 431.540000 r
16.519042 43.818603 431.620000 r
16.519061 43.818592 431.690000 r
16.519080 43.818580 431.750000 r
16.519100 43.818569 431.820000 r
16.519119 43.818557 431.880000 r
16.519139 43.818546 431.940000 p
16.519159 43.818535 432.010000 p
16.519179 43.818524 432.070000 r
16.519199 43.818514 432.140000 r
16.519219 43.818503 432.220000 p
16.519239 43.818492 432.290000 r
16.519260 43.818482 432.370000 r
16.519280 43.818471 432.440000 r
16.519300 43.818461 432.520000 r
16.519321 43.818451 432.590000 r
16.519341 43.818440 432.660000 r
16.519362 43.818430 432.730000 p
16.519383 43.818420 432.830000 p
16.519404 43.818410 432.900000 r
16.519425 43.818401 432.980000 r
16.519446 43.818391 433.040000 p
16.519467 43.818381 433.100000 r
16.519488 43.818372 433.160000 r
16.519510 43.818362 433.210000 r
16.519531 43.818353 433.250000 p
16.519552 43.818344 433.300000 r
16.519574 43.818335 433.340000 p
16.519596 43.818326 433.400000 r
16.519617 43.818317 433.440000 r
16.519639 43.818308 433.490000 p
16.519661 43.818299 433.540000 r
16.519683 43.818291 433.580000 r
16.519705 43.818282 433.630000 r
16.519727 43.818274 433.600000 r
16.519750 43.818266 433.550000 r
16.519772 43.818258 433.530000 p
16.519794 43.818250 433.510000 r
16.519817 43.818242 433.500000 r
16.519839 43.818234 433.490000 p
16.519861 43.818226 433.480000 r
16.519884 43.818218 433.470000 p
16.519907 43.818210 433.460000 r
16.519929 43.818203 433.440000 r
16.519952 43.818195 433.410000 r
16.519975 43.818188 433.370000 p
16.519998 43.818181 433.410000 r
16.520021 43.818173 433.390000 r
16.520044 43.818166 433.350000 p
16.520067 43.818159 433.350000 r
16.520091 43.818152 433.310000 r
16.520114 43.818146 433.280000 r
16.520137 43.818139 433.250000 r
16.520161 43.818132 433.220000 r
16.520184 43.818125 433.210000 r
16.520208 43.818119 433.140000 p
16.520232 43.818113 433.150000 p
16.520256 43.818107 433.120000 p
16.520280 43.818101 433.120000 p
16.520304 43.818095 433.110000 p
16.520328 43.818089 433.070000 p
16.520352 43.818083 433.040000 r
16.520377 43.818077 433.010000 r
16.520401 43.818071 432.980000 r
16.520426 43.818065 432.980000 r
16.520450 43.818059 432.930000 r
16.520475 43.818054 432.930000 r
16.520499 43.818049 432.940000 r
16.520524 43.818043 432.950000 p
16.520549 43.818037 432.930000 r
16.520574 43.818032 432.890000 r
16.520599 43.818026 432.860000 r
16.520624 43.818021 432.820000 r
16.520649 43.818015 432.780000 r
16.520674 43.818010 432.740000 r
16.520699 43.818004 432.700000 r
16.520725 43.817999 432.700000 r
16.520750 43.817994 432.670000 r
16.520776 43.817988 432.680000 r
16.520802 43.817983 432.660000 r
16.520827 43.817978 432.630000 r
16.520853 43.817972 432.600000 r
16.520879 43.817967 432.570000 p
16.520905 43.817962 432.540000 r
16.520931 43.817958 432.490000 r
16.520957 43.817952 432.460000 r
16.520983 43.817947 432.420000 r
16.521010 43.817942 432.390000 r
16.521036 43.817937 432.370000 p
16.521062 43.817932 432.350000 r
16.521089 43.817927 432.320000 p
16.521116 43.817922 432.300000 r
16.521142 43.817917 432.270000 r
16.521169 43.817912 432.250000 p
16.521196 43.817907 432.220000 r
16.521222 43.817902 432.190000 r
16.521249 43.817898 432.160000 r
16.521276 43.817892 432.150000 r
16.521303 43.817888 432.140000 r
16.521330 43.817883 432.130000 p
16.521357 43.817878 432.110000 r
16.521384 43.817874 432.100000 r
16.521411 43.817869 432.080000 r
16.521438 43.817865 432.060000 r
16.521466 43.817860 432.040000 r
16.521493 43.817855 432.010000 r
16.521521 43.817851 432.000000 r
16.521548 43.817847 431.990000 r
16.521575 43.817842 431.970000 l
16.521603 43.817839 431.940000 l
16.521630 43.817834 431.910000 p
16.521657 43.817829 431.860000 p
16.521684 43.817824 431.820000 r
16.521712 43.817819 431.750000 r
16.521739 43.817813 431.670000 r
16.521767 43.817808 431.580000 r
16.521794 43.817803 431.500000 r
16.521822 43.817798 431.430000 r
16.521849 43.817793 431.370000 r
16.521877 43.817788 431.300000 r
16.521905 43.817782 431.240000 r
16.521932 43.817777 431.170000 r
16.521960 43.817773 431.160000 r
16.521988 43.817768 431.090000 r
16.522015 43.817762 431.020000 r
16.522043 43.817757 430.920000 p
16.522071 43.817752 430.830000 p
16.522099 43.817747 430.760000 r
16.522126 43.817742 430.690000 r
16.522154 43.817737 430.600000 p
16.522182 43.817732 430.540000 r
16.522210 43.817728 430.490000 r
16.522238 43.817722 430.460000 r
16.522266 43.817718 430.430000 r
16.522294 43.817712 430.350000 r
16.522322 43.817707 430.350000 r
16.522350 43.817703 430.330000 r
16.522378 43.817698 430.300000 p
16.522406 43.817693 430.290000 p
16.522434 43.817688 430.280000 r
16.522462 43.817682 430.210000 p
16.522490 43.817676 430.120000 p
16.522518 43.817670 430.020000 r
16.522546 43.817665 429.990000 r
16.522574 43.817661 429.970000 r
16.522602 43.817656 429.950000 r
16.522631 43.817651 429.920000 r
16.522659 43.817645 429.820000 r
16.522687 43.817640 429.730000 r
16.522716 43.817635 429.690000 r
16.522744 43.817630 429.660000 r
16.522773 43.817625 429.550000 r
16.522801 43.817619 429.460000 r
16.522830 43.817614 429.370000 r
16.522858 43.817608 429.290000 p
16.522886 43.817602 429.200000 r
16.522915 43.817597 429.110000 r
16.522943 43.817592 429.110000 r
16.522972 43.817587 429.020000 r
16.523000 43.817582 429.010000 r
16.523029 43.817576 428.920000 r
16.523058 43.817571 428.830000 r
16.523086 43.817565 428.740000 r
16.523115 43.817560 428.660000 p
16.523144 43.817555 428.570000 r
16.523172 43.817549 428.490000 r
16.523201 43.817544 428.400000 r
16.523230 43.817538 428.310000 r
16.523259 43.817534 428.310000 r
16.523287 43.817529 428.300000 r
16.523316 43.817524 428.220000 r
16.523345 43.817518 428.140000 r
16.523374 43.817513 428.050000 p
16.523403 43.817508 427.960000 p
16.523432 43.817503 427.880000 r
16.523461 43.817497 427.800000 r
16.523490 43.817492 427.720000 p
16.523519 43.817487 427.650000 p
16.523548 43.817482 427.570000 p
16.523577 43.817477 427.500000 p
16.523606 43.817472 427.430000 p
16.523635 43.817467 427.360000 p
16.523664 43.817462 427.290000 r
16.523693 43.817456 427.230000 r
16.523722 43.817451 427.170000 p
16.523751 43.817446 427.100000 p
16.523780 43.817441 427.040000 p
16.523809 43.817436 426.980000 p
16.523838 43.817431 426.920000 p
16.523867 43.817426 426.840000 p
16.523896 43.817421 426.770000 p
16.523925 43.817416 426.700000 p
16.523954 43.817411 426.640000 r
16.523983 43.817407 426.660000 p
16.524012 43.817403 426.680000 r
16.524040 43.817398 426.690000 r
16.524069 43.817394 426.690000 p
16.524098 43.817390 426.690000 r
16.524127 43.817385 426.680000 r
16.524156 43.817381 426.670000 r
16.524185 43.817376 426.660000 r
16.524213 43.817372 426.650000 l
16.524242 43.817366 426.580000 r
16.524272 43.817361 426.520000 l
16.524300 43.817355 426.430000 r
16.524329 43.817350 426.350000 p
16.524358 43.817345 426.270000 r
16.524387 43.817339 426.170000 r
16.524416 43.817334 426.080000 r
16.524445 43.817328 426.000000 r
16.524474 43.817323 425.910000 r
16.524503 43.817317 425.830000 r
16.524532 43.817312 425.760000 r
16.524560 43.817306 425.670000 r
16.524589 43.817301 425.590000 r
16.524618 43.817295 425.490000 r
16.524647 43.817290 425.460000 p
16.524676 43.817285 425.370000 r
16.524704 43.817280 425.370000 r
16.524733 43.817276 425.350000 r
16.524762 43.817271 425.340000 r
16.524790 43.817266 425.330000 r
16.524819 43.817262 425.320000 r
16.524848 43.817257 425.290000 r
16.524876 43.817251 425.190000 r
16.524905 43.817245 425.100000 p
16.524934 43.817239 425.010000 r
16.524962 43.817233 424.890000 r
16.524991 43.817227 424.770000 l
16.525019 43.817223 424.740000 l
16.525048 43.817217 424.630000 p
16.525077 43.817211 424.540000 r
16.525105 43.817205 424.470000 r
16.525133 43.817200 424.410000 r
16.525162 43.817194 424.330000 p
16.525191 43.817188 424.230000 r
16.525219 43.817183 424.130000 p
16.525247 43.817178 424.140000 r
16.525276 43.817174 424.130000 r
16.525305 43.817169 424.060000 r
16.525333 43.817165 424.040000 r
16.525361 43.817160 423.940000 p
16.525389 43.817155 423.850000 r
16.525418 43.817150 423.780000 r
16.525446 43.817144 423.690000 r
16.525474 43.817140 423.690000 p
16.525502 43.817136 423.690000 p
16.525530 43.817132 423.670000 p
16.525558 43.817128 423.650000 p
16.525586 43.817124 423.610000 r
16.525614 43.817119 423.560000 r
16.525642 43.817115 423.510000 r
16.525670 43.817110 423.490000 r
16.525697 43.817106 423.490000 r
16.525725 43.817101 423.490000 p
16.525753 43.817096 423.480000 r
16.525780 43.817091 423.450000 p
16.525807 43.817086 423.340000 r
16.525835 43.817081 423.310000 r
16.525862 43.817075 423.220000 r
16.525889 43.817070 423.140000 r
16.525917 43.817065 423.120000 r
16.525944 43.817060 423.030000 r
16.525971 43.817056 423.010000 r
16.525998 43.817051 422.980000 p
16.526025 43.817046 422.950000 p
16.526052 43.817041 422.870000 p
16.526079 43.817036 422.850000 r
16.526105 43.817031 422.830000 r
16.526132 43.817026 422.810000 p
16.526159 43.817021 422.770000 r
16.526186 43.817017 422.740000 l
16.526212 43.817011 422.650000 l
16.526239 43.817007 422.630000 r
16.526265 43.817002 422.550000 r
16.526292 43.816997 422.470000 r
16.526318 43.816992 422.470000 r
16.526345 43.816987 422.390000 r
16.526371 43.816982 422.310000 r
16.526397 43.816978 422.280000 r
16.526424 43.816973 422.190000 r
16.526450 43.816968 422.100000 r
16.526476 43.816964 422.070000 r
16.526502 43.816959 422.050000 r
16.526528 43.816955 422.020000 r
16.526554 43.816950 421.990000 r
16.526580 43.816946 421.950000 r
16.526606 43.816941 421.920000 p
16.526632 43.816936 421.900000 r
16.526658 43.816932 421.870000 r
16.526683 43.816927 421.840000 r
16.526709 43.816923 421.810000 r
16.526734 43.816918 421.790000 r
16.526760 43.816913 421.760000 r
16.526785 43.816908 421.740000 p
16.526810 43.816903 421.720000 r
16.526836 43.816898 421.690000 r
16.526861 43.816893 421.650000 p
16.526886 43.816888 421.610000 r
16.526911 43.816882 421.590000 r
16.526936 43.816877 421.580000 p
16.526961 43.816872 421.560000 r
16.526985 43.816866 421.520000 r
16.527010 43.816860 421.500000 r
16.527034 43.816854 421.460000 r
16.527059 43.816849 421.410000 r
16.527083 43.816843 421.370000 r
16.527108 43.816837 421.330000 r
16.527132 43.816831 421.290000 p
16.527156 43.816825 421.250000 r
16.527180 43.816818 421.200000 r
16.527204 43.816812 421.150000 p
16.527228 43.816806 421.110000 r
16.527252 43.816799 421.060000 r
16.527275 43.816793 420.990000 r
16.527299 43.816786 420.920000 r
16.527323 43.816780 420.890000 r
16.527346 43.816773 420.850000 r
16.527370 43.816767 420.860000 r
16.527393 43.816759 420.810000 r
16.527417 43.816752 420.770000 r
16.527440 43.816745 420.740000 p
16.527463 43.816738 420.710000 r
16.527486 43.816730 420.680000 r
16.527510 43.816722 420.630000 r
16.527533 43.816715 420.590000 r
16.527556 43.816707 420.550000 p
16.527579 43.816699 420.520000 r
16.527603 43.816691 420.480000 r
16.527626 43.816683 420.430000 p
16.527649 43.816675 420.400000 r
16.527673 43.816667 420.380000 r
16.527696 43.816659 420.350000 r
16.527719 43.816650 420.330000 r
16.527742 43.816642 420.310000 r
16.527765 43.816633 420.300000 p
16.527788 43.816624 420.290000 p
16.527811 43.816615 420.280000 p
16.527834 43.816606 420.260000 r
16.527857 43.816596 420.250000 r
16.527880 43.816587 420.230000 r
16.527902 43.816577 420.200000 r
16.527925 43.816567 420.180000 p
16.527948 43.816557 420.180000 r
16.527970 43.816547 420.170000 r
16.527992 43.816536 420.170000 r
16.528014 43.816526 420.160000 r
16.528036 43.816515 420.150000 r
16.528059 43.816504 420.160000 l
16.528080 43.816493 420.180000 r
16.528102 43.816482 420.200000 r
16.528124 43.816470 420.220000 r
16.528146 43.816459 420.240000 r
16.528167 43.816447 420.270000 r
16.528189 43.816435 420.290000 r
16.528210 43.816424 420.330000 r
16.528231 43.816412 420.380000 p
16.528252 43.816400 420.420000 r
16.528273 43.816387 420.460000 r
16.528294 43.816375 420.500000 r
16.528315 43.816362 420.540000 r
16.528335 43.816350 420.580000 r
16.528356 43.816337 420.640000 p
16.528377 43.816324 420.690000 r
16.528397 43.816311 420.740000 p
16.528417 43.816298 420.790000 r
16.528437 43.816284 420.860000 r
16.528457 43.816271 420.930000 r
16.528477 43.816257 421.000000 p
16.528497 43.816243 421.070000 p
16.528517 43.816229 421.130000 r
16.528537 43.816216 421.190000 r
16.528557 43.816202 421.260000 r
16.528576 43.816187 421.320000 r
16.528596 43.816173 421.390000 p
16.528616 43.816159 421.450000 r
16.528635 43.816145 421.520000 r
16.528654 43.816130 421.600000 r
16.528674 43.816115 421.680000 r
16.528693 43.816100 421.760000 r
16.528712 43.816086 421.830000 r
16.528731 43.816071 421.900000 r
16.528751 43.816056 421.990000 r
16.528770 43.816042 422.080000 r
16.528789 43.816027 422.170000 r
16.528809 43.816012 422.260000 r
16.528828 43.815998 422.360000 r
16.528848 43.815983 422.440000 r
16.528867 43.815968 422.530000 r
16.528887 43.815953 422.610000 r
16.528906 43.815938 422.690000 r
16.528925 43.815924 422.770000 r
16.528945 43.815909 422.830000 r
16.528964 43.815894 422.910000 p
16.528983 43.815879 422.980000 r
16.529003 43.815864 423.070000 r
16.529022 43.815850 423.140000 r
16.529041 43.815835 423.210000 r
16.529061 43.815820 423.280000 r
16.529080 43.815806 423.340000 r
16.529100 43.815791 423.420000 r
16.529119 43.815776 423.500000 r
16.529138 43.815762 423.550000 r
16.529158 43.815747 423.600000 r
16.529177 43.815732 423.660000 r
16.529197 43.815718 423.710000 r
16.529216 43.815704 423.770000 r
16.529235 43.815689 423.830000 r
16.529254 43.815675 423.890000 r
16.529273 43.815660 423.940000 r
16.529292 43.815646 423.980000 p
16.529311 43.815632 424.030000 r
16.529330 43.815617 424.070000 r
16.529349 43.815603 424.120000 r
16.529367 43.815589 424.150000 r
16.529386 43.815575 424.200000 p
16.529405 43.815561 424.260000 r
16.529423 43.815546 424.300000 r
16.529442 43.815532 424.350000 r
16.529460 43.815518 424.410000 p
16.529478 43.815504 424.450000 r
16.529496 43.815489 424.490000 r
16.529514 43.815475 424.510000 p
16.529532 43.815461 424.530000 r
16.529550 43.815446 424.550000 r
16.529568 43.815432 424.570000 r
16.529586 43.815417 424.580000 p
16.529604 43.815402 424.600000 r
16.529621 43.815388 424.610000 r
16.529638 43.815373 424.620000 r
16.529656 43.815359 424.640000 r
16.529673 43.815344 424.640000 r
16.529689 43.815329 424.640000 r
16.529706 43.815314 424.640000 p
16.529723 43.815299 424.620000 r
16.529739 43.815284 424.610000 p
16.529755 43.815269 424.610000 r
16.529771 43.815253 424.610000 p
16.529786 43.815238 424.620000 p
16.529802 43.815222 424.620000 p
16.529817 43.815207 424.620000 p
16.529833 43.815191 424.610000 l
16.529847 43.815175 424.620000 r
16.529862 43.815159 424.630000 p
16.529877 43.815143 424.650000 r
16.529891 43.815128 424.660000 l
16.529905 43.815111 424.670000 r
16.529919 43.815095 424.670000 p
16.529933 43.815079 424.670000 r
16.529946 43.815062 424.680000 r
16.529960 43.815046 424.680000 r
16.529973 43.815030 424.680000 r
16.529986 43.815013 424.670000 r
16.529998 43.814996 424.670000 r
16.530011 43.814979 424.680000 p
16.530024 43.814962 424.680000 r
16.530036 43.814945 424.670000 p
16.530048 43.814928 424.670000 p
16.530060 43.814911 424.660000 p
16.530072 43.814894 424.670000 r
16.530083 43.814877 424.680000 r
16.530095 43.814859 424.690000 r
16.530106 43.814842 424.710000 r
16.530117 43.814824 424.720000 r
16.530128 43.814807 424.720000 l
16.530138 43.814788 424.720000 l
16.530149 43.814771 424.720000 r
16.530159 43.814753 424.710000 p
16.530169 43.814735 424.700000 p
16.530179 43.814717 424.680000 r
16.530188 43.814699 424.670000 r
16.530198 43.814681 424.660000 r
16.530207 43.814663 424.640000 p
16.530216 43.814645 424.630000 r
16.530224 43.814626 424.610000 r
16.530233 43.814608 424.610000 r
16.530241 43.814590 424.590000 p
16.530249 43.814572 424.580000 r
16.530257 43.814553 424.570000 r
16.530264 43.814535 424.560000 r
16.530272 43.814517 424.530000 r
16.530279 43.814499 424.500000 p
16.530286 43.814481 424.470000 r
16.530292 43.814462 424.440000 l
16.530299 43.814445 424.420000 l
16.530305 43.814426 424.360000 r
